Date,Price,Dividend,Earnings,CPI,long_i,Mkt-RF,SMB,HML,RF
1926-07-01,12.62,0.65,1.24,17.50,0.0351,0.0289,-0.0255,-0.0239,0.0022
1926-08-01,13.12,0.66,1.24,17.40,0.034816667,0.0264,-0.0114,0.0381,0.0025
1926-09-01,13.32,0.67,1.24,17.50,0.034533333,0.0038,-0.0136,0.0005,0.0023
1926-01-01,13.02,0.68,1.24,17.60,0.03425,-0.0327,-0.0014,0.0082,0.0032
1926-11-01,13.19,0.68,1.24,17.70,0.033966667,0.0254,-0.0011,-0.0061,0.0031
1926-12-01,13.49,0.69,1.24,17.70,0.033683333,0.0262,-0.0007,0.0006,0.0028
1927-01-01,13.40,0.70,1.23,17.50,0.0334,-0.0005,-0.0032,0.0458,0.0025
1927-02-01,13.66,0.70,1.22,17.40,0.033391667,0.0417,0.0007,0.0272,0.0026
1927-03-01,13.87,0.71,1.21,17.30,0.033383333,0.0014,-0.0177,-0.0238,0.003
1927-04-01,14.21,0.72,1.20,17.30,0.033375,0.0047,0.0039,0.0065,0.0025
1927-05-01,14.70,0.72,1.19,17.40,0.033366667,0.0545,0.0155,0.048,0.003
1927-06-01,14.89,0.73,1.18,17.60,0.033358333,-0.0238,0.0051,-0.0172,0.0026
1927-07-01,15.22,0.74,1.16,17.30,0.03335,0.0726,-0.0327,-0.0113,0.003
1927-08-01,16.03,0.74,1.15,17.20,0.033341667,0.0199,-0.0077,-0.0385,0.0028
1927-09-01,16.94,0.75,1.14,17.30,0.033333333,0.0477,-0.036,-0.0057,0.0021
1927-01-01,16.68,0.76,1.13,17.40,0.033325,-0.0429,0.0203,-0.0447,0.0025
1927-11-01,17.06,0.76,1.12,17.30,0.033316667,0.0652,0.0278,-0.0008,0.0021
1927-12-01,17.46,0.77,1.11,17.30,0.033308333,0.0209,0.0098,-0.0112,0.0022
1928-01-01,17.53,0.78,1.13,17.30,0.0333,-0.0057,0.042,-0.0071,0.0025
1928-02-01,17.32,0.78,1.16,17.10,0.033525,-0.0169,-0.0206,-0.0064,0.0033
1928-03-01,18.25,0.79,1.18,17.10,0.03375,0.0879,-0.0038,-0.0111,0.0029
1928-04-01,19.40,0.80,1.20,17.10,0.033975,0.0425,0.0414,0.0325,0.0022
1928-05-01,20.00,0.80,1.22,17.20,0.0342,0.0152,0.027,-0.03,0.0032
1928-06-01,19.02,0.81,1.25,17.10,0.034425,-0.049,-0.0376,0.0028,0.0031
1928-07-01,19.16,0.82,1.27,17.10,0.03465,0.0063,-0.0136,-0.0054,0.0032
1928-08-01,19.78,0.82,1.29,17.10,0.034875,0.0669,-0.0204,-0.0213,0.0032
1928-09-01,21.17,0.83,1.31,17.30,0.0351,0.0287,0.024,0.0084,0.0027
1928-01-01,21.60,0.84,1.34,17.20,0.035325,0.0131,0.0224,-0.0214,0.0041
1928-11-01,23.06,0.84,1.36,17.20,0.03555,0.1182,-0.0182,0.0265,0.0038
1928-12-01,23.15,0.85,1.38,17.10,0.035775,0.004,-0.0093,-0.0052,0.0006
1929-01-01,24.86,0.86,1.40,17.10,0.036,0.0466,-0.0335,-0.0122,0.0034
1929-02-01,24.99,0.87,1.42,17.10,0.035741667,-0.0034,-0.0033,0.0166,0.0036
1929-03-01,25.43,0.88,1.44,17.00,0.035483333,-0.0085,-0.0491,0.0157,0.0034
1929-04-01,25.28,0.89,1.46,16.90,0.035225,0.0147,-0.0112,0.0093,0.0036
1929-05-01,25.66,0.90,1.48,17.00,0.034966667,-0.0638,-0.0544,-0.0152,0.0044
1929-06-01,26.15,0.91,1.50,17.10,0.034708333,0.097,-0.0214,-0.0274,0.0052
1929-07-01,28.48,0.92,1.51,17.30,0.03445,0.0448,-0.0387,0.0267,0.0033
1929-08-01,30.10,0.93,1.53,17.30,0.034191667,0.0814,-0.0975,0.0032,0.004
1929-09-01,31.30,0.94,1.55,17.30,0.033933333,-0.0545,0.0134,-0.0079,0.0035
1929-01-01,27.99,0.95,1.57,17.30,0.033675,-0.2007,-0.0495,0.0754,0.0046
1929-11-01,20.58,0.96,1.59,17.30,0.033416667,-0.1287,-0.0088,0.0505,0.0037
1929-12-01,21.40,0.97,1.61,17.20,0.033158333,0.0128,-0.041,-0.0014,0.0037
1930-01-01,21.71,0.97,1.56,17.10,0.0329,0.0561,0.0349,-0.0103,0.0014
1930-02-01,23.07,0.97,1.50,17.00,0.032941667,0.025,0.0028,0.0028,0.003
1930-03-01,23.94,0.97,1.45,16.90,0.032983333,0.0709,0.0339,0.003,0.0035
1930-04-01,25.46,0.97,1.40,17.00,0.033025,-0.0205,-0.0035,-0.0037,0.0021
1930-05-01,23.94,0.97,1.34,16.90,0.033066667,-0.0166,-0.021,-0.0074,0.0026
1930-06-01,21.52,0.98,1.29,16.80,0.033108333,-0.1608,-0.0359,0.024,0.0027
1930-07-01,21.06,0.98,1.24,16.60,0.03315,0.0412,-0.0027,-0.017,0.002
1930-08-01,20.79,0.98,1.18,16.50,0.033191667,0.003,-0.0216,-0.0059,0.0009
1930-09-01,20.78,0.98,1.13,16.60,0.033233333,-0.1281,-0.0241,-0.0509,0.0022
1930-01-01,17.92,0.98,1.08,16.50,0.033275,-0.0878,-0.002,-0.0109,0.0009
1930-11-01,16.62,0.98,1.02,16.40,0.033316667,-0.0304,0.0246,-0.0381,0.0013
1930-12-01,15.51,0.98,0.97,16.10,0.033358333,-0.0786,-0.0467,-0.0569,0.0014
1931-01-01,15.98,0.97,0.94,15.90,0.0334,0.0625,0.0347,0.0824,0.0015
1931-02-01,17.20,0.95,0.91,15.70,0.033683333,0.1088,0.0345,0.0163,0.0004
1931-03-01,17.53,0.94,0.88,15.60,0.033966667,-0.0635,0.0283,-0.032,0.0013
1931-04-01,15.86,0.93,0.85,15.50,0.03425,-0.1,-0.0422,-0.0433,0.0008
1931-05-01,14.33,0.91,0.82,15.30,0.034533333,-0.1329,0.0522,-0.0631,0.0009
1931-06-01,13.87,0.90,0.79,15.10,0.034816667,0.1393,-0.0501,0.117,0.0008
1931-07-01,14.33,0.89,0.76,15.10,0.0351,-0.0663,0.0149,-0.022,0.0006
1931-08-01,13.90,0.87,0.73,15.10,0.035383333,0.004,-0.0208,-0.017,0.0003
1931-09-01,11.83,0.86,0.70,15.00,0.035666667,-0.2874,-0.0102,-0.0724,0.0003
1931-01-01,10.25,0.85,0.67,14.90,0.03595,0.0799,-0.0028,0.0312,0.001
1931-11-01,10.39,0.83,0.64,14.70,0.036233333,-0.0914,0.044,-0.0519,0.0017
1931-12-01,8.44,0.82,0.61,14.60,0.036516667,-0.1352,-0.0087,-0.0919,0.0012
1932-01-01,8.30,0.79,0.59,14.30,0.0368,-0.0157,0.0441,0.0974,0.0023
1932-02-01,8.23,0.77,0.58,14.10,0.036491667,0.0545,-0.0251,-0.0147,0.0023
1932-03-01,8.26,0.74,0.56,14.00,0.036183333,-0.113,0.0213,-0.022,0.0016
1932-04-01,6.28,0.71,0.54,13.90,0.035875,-0.1794,0.0093,0.0207,0.0011
1932-05-01,5.51,0.69,0.53,13.70,0.035566667,-0.2051,0.0421,-0.0408,0.0006
1932-06-01,4.77,0.66,0.51,13.60,0.035258333,-0.0077,0.004,0.0585,0.0002
1932-07-01,5.01,0.63,0.49,13.60,0.03495,0.3361,-0.0429,0.3552,0.0002
1932-08-01,7.53,0.61,0.48,13.50,0.034641667,0.3712,0.1346,0.342,0.0003
1932-09-01,8.26,0.58,0.46,13.40,0.034333333,-0.0294,-0.0215,-0.0737,0.0003
1932-01-01,7.12,0.55,0.44,13.30,0.034025,-0.1315,-0.0259,-0.1047,0.0002
1932-11-01,7.05,0.53,0.43,13.20,0.033716667,-0.0588,0.0183,-0.1319,0.0002
1932-12-01,6.82,0.50,0.41,13.10,0.033408333,0.0442,-0.083,-0.0754,0.0001
1933-01-01,7.09,0.50,0.41,12.90,0.0331,0.0124,0.0073,0.0646,0.0001
1933-02-01,6.25,0.49,0.42,12.70,0.032941667,-0.1529,-0.0263,-0.0292,-0.0003
1933-03-01,6.23,0.49,0.42,12.60,0.032783333,0.0306,0.036,0.0709,0.0004
1933-04-01,6.89,0.48,0.42,12.60,0.032625,0.3881,0.0302,0.201,0.001
1933-05-01,8.87,0.48,0.42,12.60,0.032466667,0.2143,0.3596,0.1866,0.0004
1933-06-01,10.39,0.47,0.43,12.70,0.032308333,0.131,0.0865,-0.0164,0.0002
1933-07-01,11.23,0.47,0.43,13.10,0.03215,-0.0964,-0.0106,0.033,0.0002
1933-08-01,10.67,0.46,0.43,13.20,0.031991667,0.1204,-0.0516,0.0305,0.0003
1933-09-01,10.58,0.46,0.43,13.20,0.031833333,-0.1065,-0.0058,-0.1171,0.0002
1933-01-01,9.55,0.45,0.44,13.20,0.031675,-0.0836,-0.0007,-0.0849,0.0001
1933-11-01,9.78,0.45,0.44,13.20,0.031516667,0.0997,-0.0637,0.0227,0.0002
1933-12-01,9.97,0.44,0.44,13.20,0.031358333,0.0182,0.0036,-0.0199,0.0002
1934-01-01,10.54,0.44,0.44,13.20,0.0312,0.126,0.1321,0.162,0.0005
1934-02-01,11.32,0.44,0.45,13.30,0.030925,-0.0251,0.0505,0.0186,0.0002
1934-03-01,10.74,0.44,0.45,13.30,0.03065,0.0009,0.0245,-0.0259,0.0002
1934-04-01,10.92,0.44,0.46,13.30,0.030375,-0.0179,0.0273,-0.0383,0.0001
1934-05-01,9.81,0.44,0.46,13.30,0.0301,-0.0726,-0.0031,-0.059,0.0001
1934-06-01,9.94,0.45,0.47,13.40,0.029825,0.0271,-0.0218,-0.0285,0.0001
1934-07-01,9.47,0.45,0.47,13.40,0.02955,-0.1094,-0.0712,-0.1076,0.0001
1934-08-01,9.10,0.45,0.47,13.40,0.029275,0.0558,0.0555,0.0017,0.0001
1934-09-01,8.88,0.45,0.48,13.60,0.029,-0.0024,-0.015,-0.0121,0.0001
1934-01-01,8.95,0.45,0.48,13.50,0.028725,-0.0166,0.0123,-0.05,0.0001
1934-11-01,9.20,0.45,0.49,13.50,0.02845,0.0833,0.066,-0.0214,0.0001
1934-12-01,9.26,0.45,0.49,13.40,0.028175,0.0036,0.0328,-0.0316,0.0001
1935-01-01,9.26,0.45,0.57,13.60,0.0279,-0.0346,0.0096,-0.0177,0.0001
1935-02-01,8.98,0.45,0.65,13.70,0.027783333,-0.0196,0.0032,-0.0748,0.0002
1935-03-01,8.41,0.45,0.73,13.70,0.027666667,-0.0371,-0.0343,-0.0503,0.0001
1935-04-01,9.04,0.45,0.76,13.80,0.02755,0.0906,-0.0158,0.0437,0.0001
1935-05-01,9.75,0.44,0.78,13.80,0.027433333,0.0346,-0.032,0.0245,0.0001
1935-06-01,10.12,0.44,0.81,13.70,0.027316667,0.0593,-0.0253,-0.0152,0.0001
1935-07-01,10.65,0.44,0.79,13.70,0.0272,0.0754,0.0202,0.0658,0.0001
1935-08-01,11.37,0.44,0.78,13.70,0.027083333,0.0265,0.0601,0.0629,0.0001
1935-09-01,11.61,0.44,0.76,13.70,0.026966667,0.0262,0.0155,-0.0412,0.0001
1935-01-01,11.92,0.45,0.76,13.70,0.02685,0.0703,0.0267,-0.0233,0.0001
1935-11-01,13.04,0.46,0.76,13.80,0.026733333,0.0487,0.0465,0.122,0.0002
1935-12-01,13.04,0.47,0.76,13.80,0.026616667,0.0455,0.0009,0.0083,0.0001
1936-01-01,13.76,0.48,0.77,13.80,0.0265,0.0689,0.056,0.1095,0.0001
1936-02-01,14.55,0.49,0.78,13.80,0.026525,0.0249,0.0084,0.0433,0.0001
1936-03-01,14.86,0.50,0.79,13.70,0.02655,0.0096,0.0069,-0.0159,0.0002
1936-04-01,14.88,0.52,0.82,13.70,0.026575,-0.0814,-0.0599,-0.0228,0.0002
1936-05-01,14.09,0.53,0.85,13.70,0.0266,0.0519,0.0089,0.0255,0.0002
1936-06-01,14.69,0.55,0.88,13.80,0.026625,0.024,-0.0322,-0.0119,0.0003
1936-07-01,15.56,0.57,0.90,13.90,0.02665,0.0668,0.0107,0.0253,0.0001
1936-08-01,15.87,0.59,0.92,14.00,0.026675,0.0099,0.0061,0.0379,0.0002
1936-09-01,16.05,0.61,0.94,14.00,0.0267,0.0097,0.0312,0.0094,0.0001
1936-01-01,16.89,0.65,0.97,14.00,0.026725,0.071,-0.0235,0.0251,0.0002
1936-11-01,17.36,0.68,0.99,14.00,0.02675,0.0326,0.087,-0.0125,0.0001
1936-12-01,17.06,0.72,1.02,14.00,0.026775,0.002,0.0387,0.0414,0
1937-01-01,17.59,0.73,1.05,14.10,0.0268,0.0335,0.0449,0.0278,0.0001
1937-02-01,18.11,0.74,1.08,14.10,0.0267,0.0108,0.0064,0.0428,0.0002
1937-03-01,18.09,0.75,1.11,14.20,0.0266,-0.0026,-0.0125,0.0704,0.0001
1937-04-01,17.01,0.78,1.13,14.30,0.0265,-0.0736,-0.0372,-0.0346,0.0003
1937-05-01,16.25,0.81,1.15,14.40,0.0264,-0.0083,-0.0069,-0.0346,0.0006
1937-06-01,15.64,0.84,1.17,14.40,0.0263,-0.0423,-0.0391,-0.0312,0.0003
1937-07-01,16.57,0.82,1.19,14.50,0.0262,0.0891,0.0088,0.0081,0.0003
1937-08-01,16.74,0.79,1.20,14.50,0.0261,-0.0488,0.0045,-0.0225,0.0002
1937-09-01,14.37,0.77,1.22,14.60,0.026,-0.1362,-0.07,-0.0455,0.0004
1937-01-01,12.28,0.78,1.19,14.60,0.0259,-0.0959,0.0045,-0.0152,0.0002
1937-11-01,11.20,0.79,1.16,14.50,0.0258,-0.0833,-0.0356,0.0022,0.0002
1937-12-01,11.02,0.80,1.13,14.40,0.0257,-0.0429,-0.0792,-0.0047,0
1938-01-01,11.31,0.79,1.08,14.20,0.0256,0.0048,0.0484,-0.0153,0
1938-02-01,11.04,0.79,1.02,14.10,0.025433333,0.0585,0.0041,-0.0197,0
1938-03-01,10.31,0.78,0.97,14.10,0.025266667,-0.2391,-0.043,-0.0363,-0.0001
1938-04-01,9.89,0.77,0.90,14.20,0.0251,0.1448,0.064,0.0045,0.0001
1938-05-01,9.98,0.75,0.84,14.10,0.024933333,-0.0386,-0.0247,-0.0024,0
1938-06-01,10.21,0.74,0.77,14.10,0.024766667,0.2389,0.0422,0.0037,0
1938-07-01,12.24,0.71,0.72,14.10,0.0246,0.0733,0.0669,0.0228,-0.0001
1938-08-01,12.31,0.69,0.67,14.10,0.024433333,-0.0268,-0.0248,-0.0478,0
1938-09-01,11.75,0.66,0.62,14.10,0.024266667,0.0083,-0.0268,-0.017,0.0002
1938-01-01,13.06,0.61,0.63,14.00,0.0241,0.078,0.0581,0.0504,0.0001
1938-11-01,13.07,0.56,0.63,14.00,0.023933333,-0.0174,-0.0255,-0.012,-0.0006
1938-12-01,12.69,0.51,0.64,14.00,0.023766667,0.0416,-0.0181,0.0054,0
1939-01-01,12.50,0.51,0.66,14.00,0.0236,-0.0597,-0.0154,-0.0392,-0.0001
1939-02-01,12.40,0.52,0.69,13.90,0.023475,0.0351,0.0061,0.0292,0.0001
1939-03-01,12.39,0.52,0.71,13.90,0.02335,-0.1203,-0.0475,-0.0827,-0.0001
1939-04-01,10.83,0.52,0.73,13.80,0.023225,-0.0018,0.0167,-0.003,0
1939-05-01,11.23,0.53,0.74,13.80,0.0231,0.0681,0.028,0.0047,0.0001
1939-06-01,11.43,0.53,0.76,13.80,0.022975,-0.0533,-0.0109,-0.0528,0.0001
1939-07-01,11.71,0.54,0.78,13.80,0.02285,0.1022,0.0418,0.0013,0
1939-08-01,11.54,0.55,0.79,13.80,0.022725,-0.0668,-0.0459,-0.0247,-0.0001
1939-09-01,12.77,0.56,0.81,14.10,0.0226,0.1689,0.2057,0.2176,0.0001
1939-01-01,12.90,0.58,0.84,14.00,0.022475,-0.0053,-0.0008,-0.0479,0
1939-11-01,12.67,0.60,0.87,14.00,0.02235,-0.0365,-0.0512,-0.063,0
1939-12-01,12.37,0.62,0.90,14.00,0.022225,0.0293,0.0092,-0.0419,0
1940-01-01,12.30,0.62,0.93,13.90,0.0221,-0.0241,0.0023,-0.0077,0
1940-02-01,12.22,0.63,0.96,14.00,0.021883333,0.0144,0.0252,-0.0036,0
1940-03-01,12.15,0.63,0.99,14.00,0.021666667,0.0205,0.0124,-0.0127,0
1940-04-01,12.27,0.64,1.01,14.00,0.02145,0.0022,0.0399,-0.0022,0
1940-05-01,10.58,0.64,1.02,14.00,0.021233333,-0.22,-0.0662,-0.0372,-0.0002
1940-06-01,9.67,0.65,1.04,14.10,0.021016667,0.0669,-0.0232,0.0488,0
1940-07-01,9.99,0.66,1.05,14.00,0.0208,0.0317,0.0099,-0.0075,0.0001
1940-08-01,10.20,0.66,1.07,14.00,0.020583333,0.0221,-0.0018,0.0055,-0.0001
1940-09-01,10.63,0.67,1.08,14.00,0.020366667,0.0239,0.032,-0.0114,0
1940-01-01,10.73,0.67,1.07,14.00,0.02015,0.0303,0.0033,0.0465,0
1940-11-01,10.98,0.67,1.06,14.00,0.019933333,-0.0165,0.0198,0.0016,0
1940-12-01,10.53,0.67,1.05,14.10,0.019716667,0.0069,-0.0212,-0.0089,0
1941-01-01,10.55,0.67,1.05,14.10,0.0195,-0.0418,0.0098,0.0383,-0.0001
1941-02-01,9.89,0.68,1.06,14.10,0.019925,-0.0143,-0.0156,0.0089,-0.0001
1941-03-01,9.95,0.68,1.06,14.20,0.02035,0.0084,0.0009,0.0305,0.0001
1941-04-01,9.64,0.68,1.07,14.30,0.020775,-0.0546,-0.0167,0.0341,-0.0001
1941-05-01,9.43,0.69,1.08,14.40,0.0212,0.0137,-0.0064,0.0061,0
1941-06-01,9.76,0.69,1.09,14.70,0.021625,0.0583,0.0131,0.0061,0
1941-07-01,10.26,0.69,1.12,14.70,0.02205,0.0587,0.0574,0.0724,0.0003
1941-08-01,10.21,0.70,1.16,14.90,0.022475,-0.0017,-0.0043,-0.011,0.0001
1941-09-01,10.24,0.70,1.19,15.10,0.0229,-0.0088,-0.0098,-0.0027,0.0001
1941-01-01,9.83,0.70,1.18,15.30,0.023325,-0.0526,-0.0207,0.0163,0
1941-11-01,9.37,0.71,1.17,15.40,0.02375,-0.0195,-0.0108,-0.006,0
1941-12-01,8.76,0.71,1.16,15.50,0.024175,-0.0488,-0.0286,-0.0594,0.0001
1942-01-01,8.93,0.70,1.12,15.70,0.0246,0.0079,0.0745,0.101,0.0002
1942-02-01,8.65,0.70,1.08,15.80,0.024608333,-0.0246,0.0174,-0.0115,0.0001
1942-03-01,8.18,0.69,1.04,16.00,0.024616667,-0.066,0.0187,-0.0061,0.0001
1942-04-01,7.84,0.68,1.02,16.10,0.024625,-0.0437,-0.0044,0.0209,0.0001
1942-05-01,7.93,0.67,1.00,16.30,0.024633333,0.0596,-0.032,-0.0267,0.0003
1942-06-01,8.33,0.66,0.98,16.30,0.024641667,0.0268,-0.0128,0.0043,0.0002
1942-07-01,8.64,0.65,0.97,16.40,0.02465,0.0351,-0.0015,0.0241,0.0003
1942-08-01,8.59,0.63,0.95,16.50,0.024658333,0.018,-0.0004,0.0133,0.0003
1942-09-01,8.68,0.62,0.94,16.50,0.024666667,0.0262,0.0063,0.0239,0.0003
1942-01-01,9.32,0.61,0.97,16.70,0.024675,0.0682,0.0169,0.0647,0.0003
1942-11-01,9.47,0.60,1.00,16.80,0.024683333,0.0013,-0.0142,-0.0423,0.0003
1942-12-01,9.52,0.59,1.03,16.90,0.024691667,0.0514,-0.0255,0.0055,0.0003
1943-01-01,10.09,0.59,1.04,16.90,0.0247,0.0713,0.0877,0.0823,0.0003
1943-02-01,10.69,0.59,1.06,16.90,0.024708333,0.0616,0.0484,0.0652,0.0003
1943-03-01,11.07,0.59,1.07,17.20,0.024716667,0.0603,0.0513,0.0549,0.0003
1943-04-01,11.44,0.59,1.08,17.40,0.024725,0.0081,0.0209,0.0586,0.0003
1943-05-01,11.89,0.59,1.09,17.50,0.024733333,0.0575,0.0446,0.0328,0.0002
1943-06-01,12.10,0.59,1.10,17.50,0.024741667,0.0182,-0.0098,-0.0075,0.0003
1943-07-01,12.35,0.59,1.09,17.40,0.02475,-0.0478,-0.0231,-0.0223,0.0003
1943-08-01,11.74,0.60,1.09,17.30,0.024758333,0.013,-0.0064,-0.0047,0.0003
1943-09-01,11.99,0.60,1.08,17.40,0.024766667,0.024,0.013,0.0142,0.0003
1943-01-01,11.88,0.60,1.03,17.40,0.024775,-0.0115,0.006,0.0168,0.0003
1943-11-01,11.33,0.61,0.99,17.40,0.024783333,-0.0593,-0.0157,-0.0399,0.0003
1943-12-01,11.48,0.61,0.94,17.40,0.024791667,0.0637,0.031,0.029,0.0003
1944-01-01,11.85,0.61,0.94,17.40,0.0248,0.0174,0.0261,0.0229,0.0003
1944-02-01,11.77,0.62,0.93,17.40,0.024708333,0.0037,-0.0008,0.0085,0.0003
1944-03-01,12.10,0.62,0.93,17.40,0.024616667,0.0246,0.0165,0.0335,0.0002
1944-04-01,11.89,0.62,0.93,17.50,0.024525,-0.0169,-0.0131,-0.0106,0.0003
1944-05-01,12.10,0.63,0.92,17.50,0.024433333,0.0508,0.0168,0.0103,0.0003
1944-06-01,12.67,0.63,0.92,17.60,0.024341667,0.0551,0.0411,0.0189,0.0003
1944-07-01,13.00,0.63,0.91,17.70,0.02425,-0.0149,0.0058,-0.0042,0.0003
1944-08-01,12.81,0.64,0.91,17.70,0.024158333,0.0156,0.0237,-0.0144,0.0003
1944-09-01,12.60,0.64,0.90,17.70,0.024066667,0.0002,0.0048,-0.012,0.0002
1944-01-01,12.91,0.64,0.91,17.70,0.023975,0.0016,-0.0016,-0.0036,0.0003
1944-11-01,12.82,0.64,0.92,17.70,0.023883333,0.0171,0.0035,0.0238,0.0003
1944-12-01,13.10,0.64,0.93,17.80,0.023791667,0.0404,0.0223,0.0587,0.0002
1945-01-01,13.49,0.64,0.94,17.80,0.0237,0.0201,0.0245,0.0068,0.0003
1945-02-01,13.94,0.65,0.95,17.80,0.02355,0.0623,0.0162,0.0443,0.0002
1945-03-01,13.93,0.65,0.96,17.80,0.0234,-0.0391,-0.0166,-0.0157,0.0002
1945-04-01,14.28,0.65,0.97,17.80,0.02325,0.078,0.0048,0.0311,0.0003
1945-05-01,14.82,0.65,0.99,17.90,0.0231,0.0174,0.0153,0.0034,0.0003
1945-06-01,15.09,0.65,1.00,18.10,0.02295,0.0039,0.0314,0.0427,0.0002
1945-07-01,14.78,0.65,1.00,18.10,0.0228,-0.0217,-0.0145,-0.0273,0.0003
1945-08-01,14.83,0.66,0.99,18.10,0.02265,0.0622,0.016,-0.044,0.0003
1945-09-01,15.84,0.66,0.99,18.10,0.0225,0.0477,0.0174,0.0046,0.0003
1945-01-01,16.50,0.66,0.98,18.10,0.02235,0.0389,0.0236,0.0214,0.0003
1945-11-01,17.04,0.66,0.97,18.10,0.0222,0.054,0.0418,0.0435,0.0002
1945-12-01,17.33,0.66,0.96,18.20,0.02205,0.0119,0.0216,-0.024,0.0003
1946-01-01,18.02,0.67,0.94,18.20,0.0219,0.0624,0.0398,0.0228,0.0003
1946-02-01,18.07,0.67,0.92,18.10,0.02195,-0.0584,-0.0068,-0.0127,0.0003
1946-03-01,17.53,0.68,0.90,18.30,0.022,0.0588,0.003,-0.0037,0.0003
1946-04-01,18.66,0.68,0.88,18.40,0.02205,0.0423,0.0237,0.0046,0.0003
1946-05-01,18.70,0.68,0.86,18.50,0.0221,0.0394,0.0148,0.011,0.0003
1946-06-01,18.58,0.68,0.84,18.70,0.02215,-0.0389,-0.0155,-0.0053,0.0003
1946-07-01,18.05,0.68,0.86,19.80,0.0222,-0.0269,-0.0191,0.0005,0.0003
1946-08-01,17.70,0.69,0.87,20.20,0.02225,-0.0646,-0.018,0.006,0.0003
1946-09-01,15.09,0.69,0.89,20.40,0.0223,-0.1018,-0.0443,-0.0197,0.0003
1946-01-01,14.75,0.70,0.95,20.80,0.02235,-0.0144,0.0017,0.0345,0.0003
1946-11-01,14.69,0.70,1.00,21.30,0.0224,-0.0002,-0.0037,0.0153,0.0003
1946-12-01,15.13,0.71,1.06,21.50,0.02245,0.0497,0,-0.0141,0.0003
1947-01-01,15.21,0.71,1.13,21.50,0.0225,0.0125,0.022,-0.0074,0.0003
1947-02-01,15.80,0.72,1.20,21.50,0.022658333,-0.0109,0.007,0.0014,0.0003
1947-03-01,15.16,0.72,1.27,21.90,0.022816667,-0.0168,-0.016,0.0061,0.0003
1947-04-01,14.60,0.73,1.33,21.90,0.022975,-0.048,-0.0397,0.0085,0.0003
1947-05-01,14.34,0.75,1.38,21.90,0.023133333,-0.0096,-0.0327,0.0032,0.0003
1947-06-01,14.84,0.76,1.44,22.00,0.023291667,0.053,-0.0033,-0.0064,0.0003
1947-07-01,15.77,0.77,1.48,22.20,0.02345,0.0413,0.0147,0.0276,0.0003
1947-08-01,15.46,0.78,1.51,22.50,0.023608333,-0.0174,0.0033,0.0014,0.0003
1947-09-01,15.06,0.79,1.55,23.00,0.023766667,-0.0054,0.0162,0.0136,0.0006
1947-01-01,15.45,0.81,1.57,23.00,0.023925,0.0247,0.0052,0.0011,0.0006
1947-11-01,15.27,0.82,1.59,23.10,0.024083333,-0.0199,-0.0169,0.0107,0.0006
1947-12-01,15.03,0.84,1.61,23.40,0.024241667,0.0301,-0.0247,0.0374,0.0008
1948-01-01,14.83,0.84,1.64,23.70,0.0244,-0.0393,0.0252,0.0138,0.0007
1948-02-01,14.10,0.85,1.68,23.50,0.024291667,-0.0438,-0.017,0.0005,0.0007
1948-03-01,14.30,0.85,1.71,23.40,0.024183333,0.0811,0.0012,0.0452,0.0009
1948-04-01,15.40,0.85,1.76,23.80,0.024075,0.0365,-0.0164,0.0412,0.0008
1948-05-01,16.15,0.85,1.81,23.90,0.023966667,0.0732,0.0087,-0.0127,0.0008
1948-06-01,16.82,0.85,1.86,24.10,0.023858333,-0.0011,-0.0178,0.0284,0.0009
1948-07-01,16.42,0.86,1.93,24.40,0.02375,-0.0508,-0.0038,0.0011,0.0008
1948-08-01,15.94,0.86,2.00,24.50,0.023641667,0.0024,-0.0113,0.0029,0.0009
1948-09-01,15.76,0.87,2.07,24.50,0.023533333,-0.0299,-0.0127,-0.0177,0.0004
1948-01-01,16.19,0.89,2.14,24.40,0.023425,0.0596,-0.0148,0.0058,0.0004
1948-11-01,15.29,0.91,2.22,24.20,0.023316667,-0.0934,-0.0061,-0.0415,0.0004
1948-12-01,15.19,0.93,2.29,24.10,0.023208333,0.0326,-0.0285,-0.0195,0.0004
1949-01-01,15.36,0.95,2.32,24.00,0.0231,0.0023,0.0171,0.0125,0.001
1949-02-01,14.77,0.96,2.35,23.80,0.023108333,-0.0293,-0.0187,-0.0089,0.0009
1949-03-01,14.91,0.98,2.38,23.80,0.023116667,0.0405,0.0248,0.0131,0.001
1949-04-01,14.89,0.99,2.39,23.90,0.023125,-0.0187,-0.0092,-0.0112,0.0009
1949-05-01,14.78,1.01,2.39,23.80,0.023133333,-0.0298,-0.0078,-0.0239,0.001
1949-06-01,13.97,1.02,2.40,23.90,0.023141667,0.001,-0.0086,-0.0165,0.001
1949-07-01,14.76,1.03,2.40,23.70,0.02315,0.0554,0.0055,0.0039,0.0009
1949-08-01,15.29,1.03,2.39,23.80,0.023158333,0.0259,0.0014,-0.0059,0.0009
1949-09-01,15.49,1.04,2.39,23.90,0.023166667,0.0309,0.0105,0.0023,0.0009
1949-01-01,15.89,1.07,2.37,23.70,0.023175,0.0314,0.0103,-0.0049,0.0009
1949-11-01,16.11,1.11,2.34,23.80,0.023183333,0.0181,-0.0094,-0.009,0.0008
1949-12-01,16.54,1.14,2.32,23.60,0.023191667,0.0514,0.0208,0.0173,0.0009
1950-01-01,16.88,1.15,2.34,23.50,0.0232,0.017,0.0334,0.0015,0.0009
